"","Species","Order","Family","Genus","SV","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","image.files","description","Source"
"726","Myxocyprinus asiaticus","Cypriniformes","Catostomidae","Myxocyprinus",NA,"present","y",141409,"","Myxocyprinus asiaticus","","Myxocyprinus asiaticus image ventral","","https://doi.org/10.1007/s10695-019-00717-3"
"727","Nothobranchius furzeri","Cyprinodontiformes","Nothobranchiidae","Nothobranchius","0","absent","y",513643,"","Nothobranchius furzeri","y","","","https://doi.org/10.25225/jvb.21018"
"728","Nothobranchius furzeri","Cyprinodontiformes","Nothobranchiidae","Nothobranchius","0","absent","y",513643,"","Nothobranchius furzeri","y","","","https://doi.org/10.1002/cne.23457"
"729","Nothobranchius furzeri","Cyprinodontiformes","Nothobranchiidae","Nothobranchius","0","absent","y",513643,"","Nothobranchius furzeri","","","","https://doi.org/10.1016/j.xpro.2021.100564"
"730","Odontesthes bonariensis","Atheriniformes","Atherinopsidae","Odontesthes","0","absent","y",960735,"","Odontesthes bonariensis","y","Odontesthes bonariensis_drawing_sagittal","","https://doi.org/10.1016/S0736-5748(02)00057-6"
"731","Odontesthes bonariensis","Atheriniformes","Atherinopsidae","Odontesthes","0","absent","y",960735,"","Odontesthes bonariensis","","Odontesthes bonariensis image sagittal","","https://doi.org/10.1111/jfb.13382"
"732","Ompok bimaculatus","Siluriformes","Siluridae","Ompok","1","present","y",670820,"","Ompok bimaculatus","","Ompok bimaculatus sagittal image","","https://doi.org/10.1007/BF01244412"
"733","Ompok bimaculatus","Siluriformes","Siluridae","Ompok","1","present","y",670820,"","Ompok bimaculatus","","","The saccus vasculosus is large in Notopterus notopterus and consists of an elaborate system of channels, while in Ompok bimaculatus it is oval sac like structure and consists of single layer of stratified epithelium.","https://librarysearch.library.utoronto.ca/discovery/openurl?institution=01UTORONTO_INST&vid=01UTORONTO_INST:UTORONTO&rft.epage=37&rft.pub=MKK%20Publication&rft.volume=28&rfr_id=info:sid%2Fliteratum:cabi&rft.genre=article&rft.aufirst=S.%20K.&rft.issue=1&rft.aulast=Ghosh&url_ver=Z39.88-2004&rft.date=2010&rft.spage=34&rft.atitle=Histological%20studies%20of%20saccus%20vasculosus%20of%20fishes%20Notopterus%20notopterus%20(Pallas)%20and%20Ompok%20bimaculatus%20(Bloch).&rft.title=Environment%20and%20Ecology&rft.issn=0970-0420"
"734","Notopterus notopterus","Osteoglossiformes","Notopteridae","Notopterus","3","present","",904617,"","Notopterus notopterus","","","The saccus vasculosus is large in Notopterus notopterus and consists of an elaborate system of channels, while in Ompok bimaculatus it is oval sac like structure and consists of single layer of stratified epithelium.","https://librarysearch.library.utoronto.ca/discovery/openurl?institution=01UTORONTO_INST&vid=01UTORONTO_INST:UTORONTO&rft.epage=37&rft.pub=MKK%20Publication&rft.volume=28&rfr_id=info:sid%2Fliteratum:cabi&rft.genre=article&rft.aufirst=S.%20K.&rft.issue=1&rft.aulast=Ghosh&url_ver=Z39.88-2004&rft.date=2010&rft.spage=34&rft.atitle=Histological%20studies%20of%20saccus%20vasculosus%20of%20fishes%20Notopterus%20notopterus%20(Pallas)%20and%20Ompok%20bimaculatus%20(Bloch).&rft.title=Environment%20and%20Ecology&rft.issn=0970-0420"
"735","Oncorhynchus kisutch","Salmoniformes","Salmonidae","Oncorhynchus","3","present","y",739917,"","Oncorhynchus kisutch","","Oncorhynchus_kisutch_drawing_sagittal Oncorhynchus_kisutch_cross_section_image","","https://doi.org/10.1002/(SICI)1096-9861(19960311)366:3<448::AID-CNE6>3.0.CO;2-4"
"736","Oncorhynchus kisutch","Salmoniformes","Salmonidae","Oncorhynchus","3","present","y",739917,"","Oncorhynchus kisutch","","Oncorhynchus_kisutch_image_ventral","","https://doi.org/10.1111/j.1095-8649.2012.03348.x"
"737","Oncorhynchus nerka","Salmoniformes","Salmonidae","Oncorhynchus","3","present","y",165375,"","Oncorhynchus nerka","","oncorhynchus nerka cross section","","https://doi.org/10.1002/cne.902540109"
"738","Oncorhynchus nerka","Salmoniformes","Salmonidae","Oncorhynchus","3","present","y",165375,"","Oncorhynchus nerka","","Oncorhynchus_nerka_cross_section_drawing Oncorhynchus_nerka_cross_section_drawing","","https://doi.org/10.1016/0006-8993(85)91286-7"
"739","Oncorhynchus nerka","Salmoniformes","Salmonidae","Oncorhynchus","0","absent","y",165375,"","Oncorhynchus nerka","","Oncorhynchus nerka sagittal drawing","","https://doi.org/10.1007/s004410051057"
"740","Salminus brasiliensis","Characiformes","Bryconidae","Salminus",NA,"present","y",419009,"","Salminus brasiliensis","","Salminus brasiliensis image","The pituitary anlage became more distinguished at 0.5 dah, comprising of an almond-shaped small and solid cuboidal cell mass adhered to the ventral portion of the diencephalon (Fig. 1b), located in anteriorly to the saccus vasculosus","https://doi.org/10.1007/s10695-013-9895-2"
"741","Oncorhynchus tshawytscha","Salmoniformes","Salmonidae","Oncorhynchus","0","absent","y",730762,"","Oncorhynchus tshawytscha","y","oncorhynchus tshawytscha_drawing_sagittal","","https://doi.org/10.1002/cne.903450205"
"742","Ophiodon elongatus","Perciformes/Cottoidei","Hexagrammidae","Ophiodon","3","present","y",849032,"","Ophiodon elongatus","","","the hypophysis and the saccus vasculosus are relatively large in size","https://open.library.ubc.ca/media/download/pdf/831/1.0099412/1"
"743","Rineloricaria heteroptera","Siluriformes","Loricariidae","Rineloricaria","0","absent","",3622766,"","Rineloricaria heteroptera","","Rineloricaria heteroptera lateral ventral image Rineloricaria heteroptera_lateral_ventral_drawing","","https://doi.org/10.1002/jmor.20742"
"744","Opsanus beta","Batrachoidiformes","Batrachoididae","Opsanus",NA,"present","y",478186,"","Opsanus beta","","Opsanus beta cross section","","https://doi.org/10.1016/S0003-3472(72)80015-0"
"745","Opsanus beta","Batrachoidiformes","Batrachoididae","Opsanus",NA,"present","y",478186,"","Opsanus beta","","Opsanus beta cross section2","","https://doi.org/10.1007/s00360-013-0793-9"
"746","Opsanus tau","Batrachoidiformes","Batrachoididae","Opsanus","3.5","present","",62631,"","Opsanus tau","","Opsanus tau cross sections","","https://doi.org/10.1007/BF00236611"
"747","Oreochromis niloticus","Cichliformes","Cichlidae","Oreochromis","0","absent","y",288063,"sibling_higher","Oreochromis niloticus","","Oreochromis_niloticus_drawing_sagittal","","https://doi.org/10.1006/gcen.1998.7200"
"748","Piaractus brachypomus","Characiformes","Serrasalmidae","Piaractus","3","present","",24657,"","Piaractus brachypomus","","Piaractus brachypomus image ventral","","10.58837/CHULA.THE.2020.472"
"749","Dissostichus mawsoni","Perciformes/Notothenioidei","Nototheniidae","Dissostichus","3.5","present","y",504786,"","Dissostichus mawsoni","","Dissostichus mawsoni image sagittal","","10.58837/CHULA.THE.2020.472"
"750","Oryzias latipes","Beloniformes","Adrianichthyidae","Oryzias","0","absent","y",942673,"","Oryzias latipes","","Oryzias_latipes_drawing_sagittal","","https://doi.org/10.1002/1096-9861(20010312)431:3<276::AID-CNE1070>3.0.CO;2-S"
"751","Trematomus bernacchii","Perciformes/Notothenioidei","Nototheniidae","Trematomus","3.5","present","y",985361,"","Trematomus bernacchii","","Trematomus bernacchii sagittal drawing","","https://doi.org/10.1007/s00300-005-0033-1"
"752","Pagrus major","Eupercaria/misc","Sparidae","Pagrus",NA,"present","y",765344,"","Pagrus major","","Pargus_major_cross_sections","","https://doi.org/10.1159/000113593"
"753","Periophthalmus modestus","Gobiiformes","Oxudercidae","Periophthalmus","0","absent","y",736100,"","Periophthalmus modestus","","Periophthalmus_modestus_ventral_image","","https://doi.org/10.1007/s00360-016-1005-1"
"754","Odontobutis sinensis","Gobiiformes","Odontobutidae","Odontobutis","0","absent","",755258,"","Odontobutis sinensis","","","","https://doi.org/10.1016/j.gene.2022.146264"
"755","Polyodon spathula","Acipenseriformes","Polyodontidae","Polyodon","0.5","present","y",904101,"","Polyodon spathula","","","immediately posterior to the area of invagi-
nation, the ependyma is replaced by the
""kroenchenzellen"" of the primitive saccus
vasculosus, a posteriorly directed evagination
of the third ventricle. From the simple
saccular walls, particularly dorsally, racemose
extensions develop, surrounded by an elabo-
rate venous plexus.","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.nature.com/articles/217473a0.pdf"
"756","Polypterus senegalus","Polypteriformes","Polypteridae","Polypterus","0","absent","y",1064124,"","Polypterus senegalus","","Polypterus senegalus drawing sagittal","","https://doi.org/10.1002/cne.23922"
"757","Salmo trutta fario",NA,NA,NA,"4","present","",883834,"infraspecific","Salmo trutta fario","","Salmo fario drawing sagittal","","https://doi.org/10.1007/BF00271356"
"758","Salmo trutta","Salmoniformes","Salmonidae","Salmo",NA,"present","y",688332,"","Salmo trutta","","","The neuronal system of the saccus vasculosus of two species of trout was studied with immunocytochemical methods and carboindocyanine-dye (DiI) tract-tracing.","https://doi.org/10.1007/s004410050835"
"759","Salvelinus alpinus","Salmoniformes","Salmonidae","Salvelinus",NA,"present","y",688324,"","Salvelinus alpinus","","","In addition, it cannot be ruled that the cDNA library may have contained RNA from non-neuronal tissue including blood vessels and veins, e.g. derived from the highly vascularised saccus vasculosus.","https://doi.org/10.1186/s12864-019-5874-z"
"760","Sander vitreus","Perciformes/Percoidei","Percidae","Sander","0","absent","y",557687,"","Sander vitreus","","Sander vitreus ventral image","","https://atrium.lib.uoguelph.ca/xmlui/handle/10214/9118"
"761","Trematomus bernacchii","Perciformes/Notothenioidei","Nototheniidae","Trematomus",NA,"present","y",985361,"","Trematomus bernacchii","","","between the saccus vasculosus and the inferior lobe of the diencephalon","https://www.isj.unimore.it/index.php/ISJ/article/download/233/148"
"762","Sebastes oblongus","Perciformes/Scorpaenoidei","Sebastidae","Sebastes","3.5","present","y",778325,"sibling_higher","Sebastes oblongus","","Sebastes_oblongus sagittal drawing","",""
"763","Chimaera phantasma","Chimaeriformes","Chimaeridae","Chimaera",NA,"present","",194652,"","Chimaera phantasma","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"764","Chimaera phantasma","Chimaeriformes","Chimaeridae","Chimaera",NA,"present","",194652,"","Chimaera phantasma","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"765","Mustelus manazo","Carcharhiniformes","Triakidae","Mustelus",NA,"present","",573813,"","Mustelus manazo","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"766","Etmopterus brachyurus","Squaliformes","Etmopteridae","Etmopterus",NA,"present","",624099,"","Etmopterus brachyurus","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"767","Centroscymnus coelolepis","Squaliformes","Somniosidae","Centroscymnus",NA,"present","",304656,"","Centroscymnus coelolepis","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"768","Centroscymnus owstoni",NA,NA,NA,NA,"present","",745562,"","Centroscymnus owstoni","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"769","Deania hystricosa","Squaliformes","Centrophoridae","Deania",NA,"present","",832506,"","Deania hystricosa","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"770","Centrophorus squamosus","Squaliformes","Centrophoridae","Centrophorus",NA,"present","",449785,"","Centrophorus squamosus","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"771","Okamejei kenojei","Rajiformes","Rajidae","Okamejei",NA,"present","",167107,"","Okamejei kenojei","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"772","Dasyatis akajei",NA,NA,NA,NA,"present","",225332,"sibling_higher","Dasyatis akajei","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"773","Acipenser transmontanus","Acipenseriformes","Acipenseridae","Acipenser",NA,"present","y",378925,"","Acipenser transmontanus","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"774","Polypterus senegalus","Polypteriformes","Polypteridae","Polypterus",NA,"present","y",1064124,"","Polypterus senegalus","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"775","Plecoglossus altivelis","Osmeriformes","Plecoglossidae","Plecoglossus",NA,"present","y",486933,"","Plecoglossus altivelis","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"776","Salvelinus leucomaenis","Salmoniformes","Salmonidae","Salvelinus",NA,"present","",688317,"","Salvelinus leucomaenis","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"777","Oncorhynchus keta","Salmoniformes","Salmonidae","Oncorhynchus",NA,"present","y",739921,"","Oncorhynchus keta","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"778","Oncorhynchus masou","Salmoniformes","Salmonidae","Oncorhynchus",NA,"present","",982404,"","Oncorhynchus masou","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"779","Gasterosteus aculeatus","Perciformes/Gasterosteoidei","Gasterosteidae","Gasterosteus",NA,"present","y",401066,"","Gasterosteus aculeatus","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
"780","Sebastes oblongus","Perciformes/Scorpaenoidei","Sebastidae","Sebastes",NA,"present","y",778325,"sibling_higher","Sebastes oblongus","","","The distribution of perikarya and fibers containing neuropeptide Y (NPY)-like immunoreactant was studied in the saccus vasculosus of cartilaginous and bony fishes by immunohistochemistry using streptavidin-biotin technique.","https://doi.org/10.2108/zsj.13.347"
